relationship_id,country_code,currency_code,headline_target_type,headline_indicator_key,candidate_indicator_id,candidate_indicator_key,candidate_indicator_name,candidate_macro_theme,lag_months,observation_pairs,correlation,abs_correlation,rejection_reason,processed_at
2111,JP,JPY,CPI,cpi_headline_mom,112,composite_pmi,S&P Global Composite PMI,Growth,4,126,0.045306,0.045306,low_correlation,2026-04-25T22:25:54.019571+00:00
2112,JP,JPY,CPI,cpi_headline_mom,112,composite_pmi,S&P Global Composite PMI,Growth,6,128,-0.024195,0.024195,low_correlation,2026-04-25T22:25:54.019571+00:00
2113,JP,JPY,CPI,cpi_headline_mom,112,composite_pmi,S&P Global Composite PMI,Growth,5,126,-0.002716,0.002716,low_correlation,2026-04-25T22:25:54.019571+00:00
2114,JP,JPY,CPI,cpi_headline_mom,191,cpi_index,Consumer Price Index,Inflation,0,78,0.370821,0.370821,low_correlation,2026-04-25T22:25:54.019571+00:00
2115,JP,JPY,CPI,cpi_headline_mom,191,cpi_index,Consumer Price Index,Inflation,1,82,-0.183763,0.183763,low_correlation,2026-04-25T22:25:54.019571+00:00
2116,JP,JPY,CPI,cpi_headline_mom,191,cpi_index,Consumer Price Index,Inflation,6,88,0.133258,0.133258,low_correlation,2026-04-25T22:25:54.019571+00:00
2117,JP,JPY,CPI,cpi_headline_mom,191,cpi_index,Consumer Price Index,Inflation,3,88,0.120739,0.120739,low_correlation,2026-04-25T22:25:54.019571+00:00
2118,JP,JPY,CPI,cpi_headline_mom,191,cpi_index,Consumer Price Index,Inflation,5,90,0.114315,0.114315,low_correlation,2026-04-25T22:25:54.019571+00:00
2119,JP,JPY,CPI,cpi_headline_mom,191,cpi_index,Consumer Price Index,Inflation,2,85,-0.060542,0.060542,low_correlation,2026-04-25T22:25:54.019571+00:00
2120,JP,JPY,CPI,cpi_headline_mom,191,cpi_index,Consumer Price Index,Inflation,4,90,-0.016613,0.016613,low_correlation,2026-04-25T22:25:54.019571+00:00
2121,JP,JPY,CPI,cpi_headline_mom,192,industrial_production_mom,Industrial Production (MoM),Growth,0,34,-0.274897,0.274897,low_correlation,2026-04-25T22:25:54.019571+00:00
2122,JP,JPY,CPI,cpi_headline_mom,192,industrial_production_mom,Industrial Production (MoM),Growth,1,171,0.198113,0.198113,low_correlation,2026-04-25T22:25:54.019571+00:00
2123,JP,JPY,CPI,cpi_headline_mom,192,industrial_production_mom,Industrial Production (MoM),Growth,4,180,-0.106963,0.106963,low_correlation,2026-04-25T22:25:54.019571+00:00
2124,JP,JPY,CPI,cpi_headline_mom,192,industrial_production_mom,Industrial Production (MoM),Growth,3,177,0.066166,0.066166,low_correlation,2026-04-25T22:25:54.019571+00:00
2125,JP,JPY,CPI,cpi_headline_mom,192,industrial_production_mom,Industrial Production (MoM),Growth,5,180,0.051025,0.051025,low_correlation,2026-04-25T22:25:54.019571+00:00
2126,JP,JPY,CPI,cpi_headline_mom,192,industrial_production_mom,Industrial Production (MoM),Growth,6,177,0.027928,0.027928,low_correlation,2026-04-25T22:25:54.019571+00:00
2127,JP,JPY,CPI,cpi_headline_mom,192,industrial_production_mom,Industrial Production (MoM),Growth,2,174,-0.017878,0.017878,low_correlation,2026-04-25T22:25:54.019571+00:00
2128,JP,JPY,CPI,cpi_headline_mom,193,industrial_production_yoy,Industrial Production (YoY),Growth,6,138,-0.171729,0.171729,low_correlation,2026-04-25T22:25:54.019571+00:00
2129,JP,JPY,CPI,cpi_headline_mom,193,industrial_production_yoy,Industrial Production (YoY),Growth,5,139,0.089067,0.089067,low_correlation,2026-04-25T22:25:54.019571+00:00
2130,JP,JPY,CPI,cpi_headline_mom,193,industrial_production_yoy,Industrial Production (YoY),Growth,3,137,0.058573,0.058573,low_correlation,2026-04-25T22:25:54.019571+00:00
2131,JP,JPY,CPI,cpi_headline_mom,193,industrial_production_yoy,Industrial Production (YoY),Growth,2,136,0.053124,0.053124,low_correlation,2026-04-25T22:25:54.019571+00:00
2132,JP,JPY,CPI,cpi_headline_mom,193,industrial_production_yoy,Industrial Production (YoY),Growth,1,135,0.013084,0.013084,low_correlation,2026-04-25T22:25:54.019571+00:00
2133,JP,JPY,CPI,cpi_headline_mom,193,industrial_production_yoy,Industrial Production (YoY),Growth,4,138,0.011048,0.011048,low_correlation,2026-04-25T22:25:54.019571+00:00
2134,JP,JPY,CPI,cpi_headline_mom,194,leading_economic_index,Leading Economic Index,Growth,6,134,-0.209946,0.209946,low_correlation,2026-04-25T22:25:54.019571+00:00
2135,JP,JPY,CPI,cpi_headline_mom,194,leading_economic_index,Leading Economic Index,Growth,5,134,0.089408,0.089408,low_correlation,2026-04-25T22:25:54.019571+00:00
2136,JP,JPY,CPI,cpi_headline_mom,194,leading_economic_index,Leading Economic Index,Growth,4,136,-0.073302,0.073302,low_correlation,2026-04-25T22:25:54.019571+00:00
2137,JP,JPY,CPI,cpi_headline_mom,194,leading_economic_index,Leading Economic Index,Growth,3,136,-0.035174,0.035174,low_correlation,2026-04-25T22:25:54.019571+00:00
2138,JP,JPY,CPI,cpi_headline_mom,194,leading_economic_index,Leading Economic Index,Growth,2,137,-0.023114,0.023114,low_correlation,2026-04-25T22:25:54.019571+00:00
2139,JP,JPY,CPI,cpi_headline_mom,194,leading_economic_index,Leading Economic Index,Growth,1,66,-0.013769,0.013769,low_correlation,2026-04-25T22:25:54.019571+00:00
2140,JP,JPY,CPI,cpi_headline_mom,195,coincident_index,Coincident Index,Growth,5,141,0.186458,0.186458,low_correlation,2026-04-25T22:25:54.019571+00:00
2141,JP,JPY,CPI,cpi_headline_mom,195,coincident_index,Coincident Index,Growth,1,73,0.144109,0.144109,low_correlation,2026-04-25T22:25:54.019571+00:00
2142,JP,JPY,CPI,cpi_headline_mom,195,coincident_index,Coincident Index,Growth,6,141,-0.094227,0.094227,low_correlation,2026-04-25T22:25:54.019571+00:00
2143,JP,JPY,CPI,cpi_headline_mom,195,coincident_index,Coincident Index,Growth,4,143,0.046762,0.046762,low_correlation,2026-04-25T22:25:54.019571+00:00
2144,JP,JPY,CPI,cpi_headline_mom,195,coincident_index,Coincident Index,Growth,3,141,-0.042401,0.042401,low_correlation,2026-04-25T22:25:54.019571+00:00
2145,JP,JPY,CPI,cpi_headline_mom,195,coincident_index,Coincident Index,Growth,2,141,0.004620,0.004620,low_correlation,2026-04-25T22:25:54.019571+00:00
2146,JP,JPY,CPI,cpi_headline_mom,196,machine_tool_orders_yoy,Machine Tool Orders (YoY),Growth,4,70,-0.294903,0.294903,low_correlation,2026-04-25T22:25:54.019571+00:00
2147,JP,JPY,CPI,cpi_headline_mom,196,machine_tool_orders_yoy,Machine Tool Orders (YoY),Growth,3,70,-0.220850,0.220850,low_correlation,2026-04-25T22:25:54.019571+00:00
2148,JP,JPY,CPI,cpi_headline_mom,196,machine_tool_orders_yoy,Machine Tool Orders (YoY),Growth,2,71,-0.219219,0.219219,low_correlation,2026-04-25T22:25:54.019571+00:00
2149,JP,JPY,CPI,cpi_headline_mom,196,machine_tool_orders_yoy,Machine Tool Orders (YoY),Growth,0,72,-0.204293,0.204293,low_correlation,2026-04-25T22:25:54.019571+00:00
2150,JP,JPY,CPI,cpi_headline_mom,196,machine_tool_orders_yoy,Machine Tool Orders (YoY),Growth,1,71,-0.115469,0.115469,low_correlation,2026-04-25T22:25:54.019571+00:00
2151,JP,JPY,CPI,cpi_headline_mom,196,machine_tool_orders_yoy,Machine Tool Orders (YoY),Growth,5,69,-0.043417,0.043417,low_correlation,2026-04-25T22:25:54.019571+00:00
2152,JP,JPY,CPI,cpi_headline_mom,196,machine_tool_orders_yoy,Machine Tool Orders (YoY),Growth,6,68,0.029510,0.029510,low_correlation,2026-04-25T22:25:54.019571+00:00
2153,JP,JPY,CPI,cpi_headline_mom,197,foreign_bond_investment,Foreign Bond Investment,Growth,1,308,-0.142941,0.142941,low_correlation,2026-04-25T22:25:54.019571+00:00
2154,JP,JPY,CPI,cpi_headline_mom,197,foreign_bond_investment,Foreign Bond Investment,Growth,6,298,-0.082776,0.082776,low_correlation,2026-04-25T22:25:54.019571+00:00
2155,JP,JPY,CPI,cpi_headline_mom,197,foreign_bond_investment,Foreign Bond Investment,Growth,4,306,-0.059676,0.059676,low_correlation,2026-04-25T22:25:54.019571+00:00
2156,JP,JPY,CPI,cpi_headline_mom,197,foreign_bond_investment,Foreign Bond Investment,Growth,5,301,0.052712,0.052712,low_correlation,2026-04-25T22:25:54.019571+00:00
2157,JP,JPY,CPI,cpi_headline_mom,197,foreign_bond_investment,Foreign Bond Investment,Growth,2,307,0.040718,0.040718,low_correlation,2026-04-25T22:25:54.019571+00:00
2158,JP,JPY,CPI,cpi_headline_mom,197,foreign_bond_investment,Foreign Bond Investment,Growth,3,307,0.028174,0.028174,low_correlation,2026-04-25T22:25:54.019571+00:00
2159,JP,JPY,CPI,cpi_headline_mom,197,foreign_bond_investment,Foreign Bond Investment,Growth,0,312,0.025277,0.025277,low_correlation,2026-04-25T22:25:54.019571+00:00
2160,JP,JPY,CPI,cpi_headline_mom,198,stock_investment_by_foreigners,Stock Investment by Foreigners,Growth,4,306,-0.125969,0.125969,low_correlation,2026-04-25T22:25:54.019571+00:00
2161,JP,JPY,CPI,cpi_headline_mom,198,stock_investment_by_foreigners,Stock Investment by Foreigners,Growth,1,308,-0.086425,0.086425,low_correlation,2026-04-25T22:25:54.019571+00:00
2162,JP,JPY,CPI,cpi_headline_mom,198,stock_investment_by_foreigners,Stock Investment by Foreigners,Growth,6,298,0.064993,0.064993,low_correlation,2026-04-25T22:25:54.019571+00:00
2163,JP,JPY,CPI,cpi_headline_mom,198,stock_investment_by_foreigners,Stock Investment by Foreigners,Growth,2,307,-0.060379,0.060379,low_correlation,2026-04-25T22:25:54.019571+00:00
2164,JP,JPY,CPI,cpi_headline_mom,198,stock_investment_by_foreigners,Stock Investment by Foreigners,Growth,5,301,0.041953,0.041953,low_correlation,2026-04-25T22:25:54.019571+00:00
2165,JP,JPY,CPI,cpi_headline_mom,198,stock_investment_by_foreigners,Stock Investment by Foreigners,Growth,3,307,-0.006507,0.006507,low_correlation,2026-04-25T22:25:54.019571+00:00
2166,JP,JPY,CPI,cpi_headline_mom,198,stock_investment_by_foreigners,Stock Investment by Foreigners,Growth,0,312,-0.001844,0.001844,low_correlation,2026-04-25T22:25:54.019571+00:00
2167,JP,JPY,CPI,cpi_headline_mom,247,cpi_ex_food_energy_yoy,CPI Ex Food and Energy (YoY),Inflation,0,70,0.329798,0.329798,low_correlation,2026-04-25T22:25:54.019571+00:00
2168,JP,JPY,CPI,cpi_headline_mom,247,cpi_ex_food_energy_yoy,CPI Ex Food and Energy (YoY),Inflation,1,70,0.205068,0.205068,low_correlation,2026-04-25T22:25:54.019571+00:00
2169,JP,JPY,CPI,cpi_headline_mom,247,cpi_ex_food_energy_yoy,CPI Ex Food and Energy (YoY),Inflation,3,69,0.156670,0.156670,low_correlation,2026-04-25T22:25:54.019571+00:00
2170,JP,JPY,CPI,cpi_headline_mom,247,cpi_ex_food_energy_yoy,CPI Ex Food and Energy (YoY),Inflation,2,70,0.150928,0.150928,low_correlation,2026-04-25T22:25:54.019571+00:00
2171,JP,JPY,CPI,cpi_headline_mom,247,cpi_ex_food_energy_yoy,CPI Ex Food and Energy (YoY),Inflation,4,69,0.138977,0.138977,low_correlation,2026-04-25T22:25:54.019571+00:00
2172,JP,JPY,CPI,cpi_headline_mom,247,cpi_ex_food_energy_yoy,CPI Ex Food and Energy (YoY),Inflation,6,67,0.033907,0.033907,low_correlation,2026-04-25T22:25:54.019571+00:00
2173,JP,JPY,CPI,cpi_headline_mom,247,cpi_ex_food_energy_yoy,CPI Ex Food and Energy (YoY),Inflation,5,68,0.025843,0.025843,low_correlation,2026-04-25T22:25:54.019571+00:00
2174,JP,JPY,CPI,cpi_headline_mom,248,ppi_mom,PPI (MoM),Inflation,0,66,0.257490,0.257490,low_correlation,2026-04-25T22:25:54.019571+00:00
2175,JP,JPY,CPI,cpi_headline_mom,248,ppi_mom,PPI (MoM),Inflation,6,61,0.235199,0.235199,low_correlation,2026-04-25T22:25:54.019571+00:00
2176,JP,JPY,CPI,cpi_headline_mom,248,ppi_mom,PPI (MoM),Inflation,4,64,-0.174569,0.174569,low_correlation,2026-04-25T22:25:54.019571+00:00
2177,JP,JPY,CPI,cpi_headline_mom,248,ppi_mom,PPI (MoM),Inflation,3,63,-0.139493,0.139493,low_correlation,2026-04-25T22:25:54.019571+00:00
2178,JP,JPY,CPI,cpi_headline_mom,248,ppi_mom,PPI (MoM),Inflation,5,62,-0.123883,0.123883,low_correlation,2026-04-25T22:25:54.019571+00:00
2179,JP,JPY,CPI,cpi_headline_mom,248,ppi_mom,PPI (MoM),Inflation,1,66,0.045922,0.045922,low_correlation,2026-04-25T22:25:54.019571+00:00
2180,JP,JPY,CPI,cpi_headline_mom,248,ppi_mom,PPI (MoM),Inflation,2,65,-0.013927,0.013927,low_correlation,2026-04-25T22:25:54.019571+00:00
2181,JP,JPY,CPI,cpi_headline_mom,249,ppi_yoy,PPI (YoY),Inflation,0,72,0.234185,0.234185,low_correlation,2026-04-25T22:25:54.019571+00:00
2182,JP,JPY,CPI,cpi_headline_mom,249,ppi_yoy,PPI (YoY),Inflation,6,68,0.197014,0.197014,low_correlation,2026-04-25T22:25:54.019571+00:00
2183,JP,JPY,CPI,cpi_headline_mom,249,ppi_yoy,PPI (YoY),Inflation,1,72,0.133142,0.133142,low_correlation,2026-04-25T22:25:54.019571+00:00
2184,JP,JPY,CPI,cpi_headline_mom,249,ppi_yoy,PPI (YoY),Inflation,5,69,0.094827,0.094827,low_correlation,2026-04-25T22:25:54.019571+00:00
2185,JP,JPY,CPI,cpi_headline_mom,249,ppi_yoy,PPI (YoY),Inflation,4,70,0.054517,0.054517,low_correlation,2026-04-25T22:25:54.019571+00:00
2186,JP,JPY,CPI,cpi_headline_mom,249,ppi_yoy,PPI (YoY),Inflation,2,72,0.047486,0.047486,low_correlation,2026-04-25T22:25:54.019571+00:00
2187,JP,JPY,CPI,cpi_headline_mom,249,ppi_yoy,PPI (YoY),Inflation,3,70,-0.035603,0.035603,low_correlation,2026-04-25T22:25:54.019571+00:00
2188,JP,JPY,CPI,cpi_headline_mom,251,current_account,Current Account,Growth,2,71,-0.189625,0.189625,low_correlation,2026-04-25T22:25:54.019571+00:00
2189,JP,JPY,CPI,cpi_headline_mom,251,current_account,Current Account,Growth,5,70,-0.118245,0.118245,low_correlation,2026-04-25T22:25:54.019571+00:00
2190,JP,JPY,CPI,cpi_headline_mom,251,current_account,Current Account,Growth,6,69,-0.117921,0.117921,low_correlation,2026-04-25T22:25:54.019571+00:00
2191,JP,JPY,CPI,cpi_headline_mom,251,current_account,Current Account,Growth,1,72,0.034917,0.034917,low_correlation,2026-04-25T22:25:54.019571+00:00
2192,JP,JPY,CPI,cpi_headline_mom,251,current_account,Current Account,Growth,3,71,-0.029307,0.029307,low_correlation,2026-04-25T22:25:54.019571+00:00
2193,JP,JPY,CPI,cpi_headline_mom,251,current_account,Current Account,Growth,4,70,-0.010560,0.010560,low_correlation,2026-04-25T22:25:54.019571+00:00
2194,JP,JPY,CPI,cpi_headline_mom,256,leading_index_mom,Leading Index (MoM),Growth,4,35,-0.235944,0.235944,low_correlation,2026-04-25T22:25:54.019571+00:00
2195,JP,JPY,CPI,cpi_headline_mom,256,leading_index_mom,Leading Index (MoM),Growth,6,35,-0.230183,0.230183,low_correlation,2026-04-25T22:25:54.019571+00:00
2196,JP,JPY,CPI,cpi_headline_mom,256,leading_index_mom,Leading Index (MoM),Growth,5,35,0.097703,0.097703,low_correlation,2026-04-25T22:25:54.019571+00:00
2197,JP,JPY,CPI,cpi_headline_mom,256,leading_index_mom,Leading Index (MoM),Growth,3,35,0.041268,0.041268,low_correlation,2026-04-25T22:25:54.019571+00:00
2198,JP,JPY,CPI,cpi_headline_mom,256,leading_index_mom,Leading Index (MoM),Growth,1,16,0.034588,0.034588,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
2199,JP,JPY,CPI,cpi_headline_mom,256,leading_index_mom,Leading Index (MoM),Growth,2,36,0.010261,0.010261,low_correlation,2026-04-25T22:25:54.019571+00:00
2200,JP,JPY,CPI,cpi_headline_mom,257,coincident_indicator_mom,Coincident Indicator (MoM),Growth,1,16,0.355420,0.355420,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
2201,JP,JPY,CPI,cpi_headline_mom,257,coincident_indicator_mom,Coincident Indicator (MoM),Growth,6,36,0.352733,0.352733,low_correlation,2026-04-25T22:25:54.019571+00:00
2202,JP,JPY,CPI,cpi_headline_mom,257,coincident_indicator_mom,Coincident Indicator (MoM),Growth,4,35,-0.323687,0.323687,low_correlation,2026-04-25T22:25:54.019571+00:00
2203,JP,JPY,CPI,cpi_headline_mom,257,coincident_indicator_mom,Coincident Indicator (MoM),Growth,2,36,0.201199,0.201199,low_correlation,2026-04-25T22:25:54.019571+00:00
2204,JP,JPY,CPI,cpi_headline_mom,257,coincident_indicator_mom,Coincident Indicator (MoM),Growth,3,35,-0.153605,0.153605,low_correlation,2026-04-25T22:25:54.019571+00:00
2205,JP,JPY,CPI,cpi_headline_mom,257,coincident_indicator_mom,Coincident Indicator (MoM),Growth,5,36,0.093921,0.093921,low_correlation,2026-04-25T22:25:54.019571+00:00
2206,JP,JPY,CPI,cpi_headline_mom,258,capacity_utilization,Capacity Utilization,Growth,4,69,-0.156713,0.156713,low_correlation,2026-04-25T22:25:54.019571+00:00
2207,JP,JPY,CPI,cpi_headline_mom,258,capacity_utilization,Capacity Utilization,Growth,3,70,-0.121478,0.121478,low_correlation,2026-04-25T22:25:54.019571+00:00
2208,JP,JPY,CPI,cpi_headline_mom,258,capacity_utilization,Capacity Utilization,Growth,6,68,0.115030,0.115030,low_correlation,2026-04-25T22:25:54.019571+00:00
2209,JP,JPY,CPI,cpi_headline_mom,258,capacity_utilization,Capacity Utilization,Growth,1,71,0.034296,0.034296,low_correlation,2026-04-25T22:25:54.019571+00:00
2210,JP,JPY,CPI,cpi_headline_mom,258,capacity_utilization,Capacity Utilization,Growth,2,71,-0.022763,0.022763,low_correlation,2026-04-25T22:25:54.019571+00:00
2211,JP,JPY,CPI,cpi_headline_mom,258,capacity_utilization,Capacity Utilization,Growth,5,69,-0.006159,0.006159,low_correlation,2026-04-25T22:25:54.019571+00:00
2212,JP,JPY,CPI,cpi_headline_mom,259,machinery_orders_mom,Machinery Orders (MoM),Growth,4,69,-0.207485,0.207485,low_correlation,2026-04-25T22:25:54.019571+00:00
2213,JP,JPY,CPI,cpi_headline_mom,259,machinery_orders_mom,Machinery Orders (MoM),Growth,3,70,0.168744,0.168744,low_correlation,2026-04-25T22:25:54.019571+00:00
2214,JP,JPY,CPI,cpi_headline_mom,259,machinery_orders_mom,Machinery Orders (MoM),Growth,2,70,-0.083264,0.083264,low_correlation,2026-04-25T22:25:54.019571+00:00
2215,JP,JPY,CPI,cpi_headline_mom,259,machinery_orders_mom,Machinery Orders (MoM),Growth,6,68,0.080254,0.080254,low_correlation,2026-04-25T22:25:54.019571+00:00
2216,JP,JPY,CPI,cpi_headline_mom,259,machinery_orders_mom,Machinery Orders (MoM),Growth,1,70,-0.073905,0.073905,low_correlation,2026-04-25T22:25:54.019571+00:00
2217,JP,JPY,CPI,cpi_headline_mom,259,machinery_orders_mom,Machinery Orders (MoM),Growth,5,69,-0.062078,0.062078,low_correlation,2026-04-25T22:25:54.019571+00:00
2218,JP,JPY,CPI,cpi_headline_mom,260,machinery_orders_yoy,Machinery Orders (YoY),Growth,6,69,0.150726,0.150726,low_correlation,2026-04-25T22:25:54.019571+00:00
2219,JP,JPY,CPI,cpi_headline_mom,260,machinery_orders_yoy,Machinery Orders (YoY),Growth,5,70,0.136879,0.136879,low_correlation,2026-04-25T22:25:54.019571+00:00
2220,JP,JPY,CPI,cpi_headline_mom,260,machinery_orders_yoy,Machinery Orders (YoY),Growth,4,70,-0.131182,0.131182,low_correlation,2026-04-25T22:25:54.019571+00:00
2221,JP,JPY,CPI,cpi_headline_mom,260,machinery_orders_yoy,Machinery Orders (YoY),Growth,2,71,-0.098093,0.098093,low_correlation,2026-04-25T22:25:54.019571+00:00
2222,JP,JPY,CPI,cpi_headline_mom,260,machinery_orders_yoy,Machinery Orders (YoY),Growth,3,71,0.065208,0.065208,low_correlation,2026-04-25T22:25:54.019571+00:00
2223,JP,JPY,CPI,cpi_headline_mom,260,machinery_orders_yoy,Machinery Orders (YoY),Growth,1,71,0.040261,0.040261,low_correlation,2026-04-25T22:25:54.019571+00:00
2224,JP,JPY,CPI,cpi_headline_mom,261,household_spending_mom,Household Spending (MoM),Growth,5,70,-0.093432,0.093432,low_correlation,2026-04-25T22:25:54.019571+00:00
2225,JP,JPY,CPI,cpi_headline_mom,261,household_spending_mom,Household Spending (MoM),Growth,1,72,-0.059979,0.059979,low_correlation,2026-04-25T22:25:54.019571+00:00
2226,JP,JPY,CPI,cpi_headline_mom,261,household_spending_mom,Household Spending (MoM),Growth,2,71,0.043424,0.043424,low_correlation,2026-04-25T22:25:54.019571+00:00
2227,JP,JPY,CPI,cpi_headline_mom,261,household_spending_mom,Household Spending (MoM),Growth,6,69,-0.042052,0.042052,low_correlation,2026-04-25T22:25:54.019571+00:00
2228,JP,JPY,CPI,cpi_headline_mom,261,household_spending_mom,Household Spending (MoM),Growth,4,70,-0.027399,0.027399,low_correlation,2026-04-25T22:25:54.019571+00:00
2229,JP,JPY,CPI,cpi_headline_mom,261,household_spending_mom,Household Spending (MoM),Growth,3,71,0.024615,0.024615,low_correlation,2026-04-25T22:25:54.019571+00:00
2230,JP,JPY,CPI,cpi_headline_mom,262,household_spending_yoy,Household Spending (YoY),Growth,1,72,0.094020,0.094020,low_correlation,2026-04-25T22:25:54.019571+00:00
2231,JP,JPY,CPI,cpi_headline_mom,262,household_spending_yoy,Household Spending (YoY),Growth,3,71,0.084895,0.084895,low_correlation,2026-04-25T22:25:54.019571+00:00
2232,JP,JPY,CPI,cpi_headline_mom,262,household_spending_yoy,Household Spending (YoY),Growth,5,70,-0.080952,0.080952,low_correlation,2026-04-25T22:25:54.019571+00:00
2233,JP,JPY,CPI,cpi_headline_mom,262,household_spending_yoy,Household Spending (YoY),Growth,2,71,0.078440,0.078440,low_correlation,2026-04-25T22:25:54.019571+00:00
2234,JP,JPY,CPI,cpi_headline_mom,262,household_spending_yoy,Household Spending (YoY),Growth,4,70,-0.053590,0.053590,low_correlation,2026-04-25T22:25:54.019571+00:00
2235,JP,JPY,CPI,cpi_headline_mom,262,household_spending_yoy,Household Spending (YoY),Growth,6,69,0.013760,0.013760,low_correlation,2026-04-25T22:25:54.019571+00:00
2236,JP,JPY,CPI,cpi_headline_mom,263,retail_sales_mom,Retail Sales (MoM),Growth,2,71,-0.186425,0.186425,low_correlation,2026-04-25T22:25:54.019571+00:00
2237,JP,JPY,CPI,cpi_headline_mom,263,retail_sales_mom,Retail Sales (MoM),Growth,5,69,0.120436,0.120436,low_correlation,2026-04-25T22:25:54.019571+00:00
2238,JP,JPY,CPI,cpi_headline_mom,263,retail_sales_mom,Retail Sales (MoM),Growth,6,68,0.096695,0.096695,low_correlation,2026-04-25T22:25:54.019571+00:00
2239,JP,JPY,CPI,cpi_headline_mom,263,retail_sales_mom,Retail Sales (MoM),Growth,1,71,0.073446,0.073446,low_correlation,2026-04-25T22:25:54.019571+00:00
2240,JP,JPY,CPI,cpi_headline_mom,263,retail_sales_mom,Retail Sales (MoM),Growth,4,70,-0.031936,0.031936,low_correlation,2026-04-25T22:25:54.019571+00:00
2241,JP,JPY,CPI,cpi_headline_mom,263,retail_sales_mom,Retail Sales (MoM),Growth,3,70,-0.029140,0.029140,low_correlation,2026-04-25T22:25:54.019571+00:00
2242,JP,JPY,CPI,cpi_headline_mom,264,retail_sales_yoy,Retail Sales (YoY),Growth,5,69,0.168268,0.168268,low_correlation,2026-04-25T22:25:54.019571+00:00
2243,JP,JPY,CPI,cpi_headline_mom,264,retail_sales_yoy,Retail Sales (YoY),Growth,6,68,0.107540,0.107540,low_correlation,2026-04-25T22:25:54.019571+00:00
2244,JP,JPY,CPI,cpi_headline_mom,264,retail_sales_yoy,Retail Sales (YoY),Growth,1,71,-0.094360,0.094360,low_correlation,2026-04-25T22:25:54.019571+00:00
2245,JP,JPY,CPI,cpi_headline_mom,264,retail_sales_yoy,Retail Sales (YoY),Growth,4,70,-0.040352,0.040352,low_correlation,2026-04-25T22:25:54.019571+00:00
2246,JP,JPY,CPI,cpi_headline_mom,264,retail_sales_yoy,Retail Sales (YoY),Growth,2,71,0.038957,0.038957,low_correlation,2026-04-25T22:25:54.019571+00:00
2247,JP,JPY,CPI,cpi_headline_mom,264,retail_sales_yoy,Retail Sales (YoY),Growth,3,70,0.000960,0.000960,low_correlation,2026-04-25T22:25:54.019571+00:00
2248,JP,JPY,CPI,cpi_headline_mom,265,consumer_confidence,Consumer Confidence,Growth,0,71,-0.337255,0.337255,low_correlation,2026-04-25T22:25:54.019571+00:00
2249,JP,JPY,CPI,cpi_headline_mom,265,consumer_confidence,Consumer Confidence,Growth,2,70,-0.160054,0.160054,low_correlation,2026-04-25T22:25:54.019571+00:00
2250,JP,JPY,CPI,cpi_headline_mom,265,consumer_confidence,Consumer Confidence,Growth,5,68,0.074806,0.074806,low_correlation,2026-04-25T22:25:54.019571+00:00
2251,JP,JPY,CPI,cpi_headline_mom,265,consumer_confidence,Consumer Confidence,Growth,6,67,0.041345,0.041345,low_correlation,2026-04-25T22:25:54.019571+00:00
2252,JP,JPY,CPI,cpi_headline_mom,265,consumer_confidence,Consumer Confidence,Growth,4,69,0.038503,0.038503,low_correlation,2026-04-25T22:25:54.019571+00:00
2253,JP,JPY,CPI,cpi_headline_mom,265,consumer_confidence,Consumer Confidence,Growth,1,71,-0.032040,0.032040,low_correlation,2026-04-25T22:25:54.019571+00:00
2254,JP,JPY,CPI,cpi_headline_mom,265,consumer_confidence,Consumer Confidence,Growth,3,70,0.007507,0.007507,low_correlation,2026-04-25T22:25:54.019571+00:00
2255,JP,JPY,CPI,cpi_headline_mom,266,eco_watchers_current,Eco Watchers Survey Current,Growth,1,72,-0.176256,0.176256,low_correlation,2026-04-25T22:25:54.019571+00:00
2256,JP,JPY,CPI,cpi_headline_mom,266,eco_watchers_current,Eco Watchers Survey Current,Growth,0,72,-0.103012,0.103012,low_correlation,2026-04-25T22:25:54.019571+00:00
2257,JP,JPY,CPI,cpi_headline_mom,266,eco_watchers_current,Eco Watchers Survey Current,Growth,2,72,0.048365,0.048365,low_correlation,2026-04-25T22:25:54.019571+00:00
2258,JP,JPY,CPI,cpi_headline_mom,266,eco_watchers_current,Eco Watchers Survey Current,Growth,5,72,0.045921,0.045921,low_correlation,2026-04-25T22:25:54.019571+00:00
2259,JP,JPY,CPI,cpi_headline_mom,266,eco_watchers_current,Eco Watchers Survey Current,Growth,3,72,-0.033540,0.033540,low_correlation,2026-04-25T22:25:54.019571+00:00
2260,JP,JPY,CPI,cpi_headline_mom,266,eco_watchers_current,Eco Watchers Survey Current,Growth,4,72,0.014244,0.014244,low_correlation,2026-04-25T22:25:54.019571+00:00
2261,JP,JPY,CPI,cpi_headline_mom,266,eco_watchers_current,Eco Watchers Survey Current,Growth,6,71,0.005124,0.005124,low_correlation,2026-04-25T22:25:54.019571+00:00
2262,JP,JPY,CPI,cpi_headline_mom,267,eco_watchers_outlook,Eco Watchers Survey Outlook,Growth,1,72,-0.170522,0.170522,low_correlation,2026-04-25T22:25:54.019571+00:00
2263,JP,JPY,CPI,cpi_headline_mom,267,eco_watchers_outlook,Eco Watchers Survey Outlook,Growth,2,72,-0.082057,0.082057,low_correlation,2026-04-25T22:25:54.019571+00:00
