central_bank_code,currency,indicator_key,indicator,indicator_category,target_families,initial_signed_weight,initial_abs_weight,avg_abs_correlation,avg_model_importance,avg_pca_score,economic_rationale,initial_normalized_abs_weight,impact_score,contribution_hit_rate,refinement_multiplier,refined_signed_weight,refined_abs_weight,refined_normalized_abs_weight,weight_change,refinement_rationale,selection_criteria,interpretability_note
BOE,GBP,employment_change,Employment Change,Labor,"gdp_growth,inflation,unemployment",0.020916494919597798,0.020916494919597798,0.20361405702880586,0.007020796557284534,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.10. weak negative Pearson correlation (-0.10); Spearman -0.09; same macro theme; model importance signal 0.02",0.03121498364309787,0.0355561322179152,0.5753424657534246,1.0355561322179152,0.02166020457849437,0.02166020457849437,0.03499412917364863,0.0037791455305507607,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
FED,USD,avg_hourly_earnings_mom,Average Hourly Earnings (MoM),Labor,"gdp_growth,inflation,unemployment",-0.02781651608227803,0.02781651608227803,0.4418920825101191,0.01603246676028997,0.1916399285961332,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson -0.79. strong negative Pearson correlation (-0.79); Spearman -0.30; PCA loading signal 0.19; model importance signal 0.04",0.03118641360566762,0.21158665676151378,0.6486486486486487,1.2115866567615137,-0.03370211972288012,0.03370211972288012,0.034666005861595864,0.003479592255928244,Increased: contribution aligned with forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOJ,JPY,tankan_non_manufacturing_outlook,Tankan Non-Manufacturing Outlook,Sentiment,"gdp_growth,inflation,unemployment",0.02906886257818073,0.02906886257818073,0.48752296535640244,0.0,0.2286753286219133,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.50. moderate negative Pearson correlation (-0.50); Spearman -0.47; PCA loading signal 0.23",0.038415802939051884,-0.17102719891449525,0.48,0.8289728010855048,0.024097296435804088,0.024097296435804088,0.034511429316718856,-0.003904373622333028,Reduced: contribution moved against forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
RBNZ,NZD,unemployment_rate,Unemployment Rate,Labor,"gdp_growth,inflation",-0.013827528615898164,0.013827528615898164,0.594177756027507,0.075676164481863,0.3784887413353238,"Linked to gdp_growth, inflation; strongest target link is inflation with Pearson -0.80. strong negative Pearson correlation (-0.80); Spearman -0.76; PCA loading signal 0.38; model importance signal 0.13",0.03699263599319213,-0.13251448433164392,0.5,0.8674855156683561,-0.011995180791781369,0.011995180791781369,0.034432809800807714,-0.002559826192384415,Reduced: contribution moved against forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
FED,USD,cpi_headline_yoy,Headline CPI (YoY),Inflation,"gdp_growth,inflation,unemployment",0.03129525270000247,0.03129525270000247,0.49234341890337424,0.013451958199775535,0.196814318781092,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.93. strong positive Pearson correlation (0.93); Spearman 0.94; same macro theme; PCA loading signal 0.20",0.03508658998521985,0.06254063195245332,0.4444444444444444,1.0625406319524533,0.03325247758097234,0.03325247758097234,0.034203503880855066,-0.0008830861043647859,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
FED,USD,ism_manufacturing_employment,ISM Manufacturing Employment,Growth,"gdp_growth,inflation,unemployment",0.026272070477015665,0.026272070477015665,0.4269073047964583,0.0,0.172621957616524,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.25. weak positive Pearson correlation (0.25); Spearman 0.31; same macro theme; PCA loading signal 0.17",0.029454862490686174,0.21304493052495255,0.6666666666666666,1.2130449305249527,0.03186920190653813,0.03186920190653813,0.03278066629578814,0.003325803805101963,Increased: contribution aligned with forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
FED,USD,adp_employment_change,ADP Employment Change,Labor,"gdp_growth,inflation,unemployment",0.025220906694729532,0.025220906694729532,0.5164281468457946,0.0239117161205247,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.74. strong negative Pearson correlation (-0.74); Spearman 0.04; same macro theme; model importance signal 0.05",0.02827635298990226,0.20044716774445015,0.6285714285714286,1.2004471677444501,0.030276366009635108,0.030276366009635108,0.03114227503159967,0.002865922041697413,Increased: contribution aligned with forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
FED,USD,core_ppi_yoy,Core PPI (YoY),Inflation,"gdp_growth,inflation,unemployment",0.028048115910700264,0.028048115910700264,0.4313370388600848,0.0,0.173587180509985,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.79. strong positive Pearson correlation (0.79); Spearman 0.73; same macro theme; PCA loading signal 0.17",0.03144607114217626,0.07361861896779548,0.4444444444444444,1.0736186189677954,0.030112979468694668,0.030112979468694668,0.030974215608853575,-0.0004718555333226883,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
FED,USD,government_payrolls,Government Payrolls,Labor,"gdp_growth,inflation,unemployment",0.027241404290732366,0.027241404290732366,0.5178169433534426,0.0045927743082387,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.92. strong negative Pearson correlation (-0.92); Spearman -0.49; same macro theme; model importance signal 0.01",0.030541628538134795,0.09571190072943352,0.5945945945945946,1.0957119007294336,0.02984873087393731,0.02984873087393731,0.030702409461047443,0.00016078092291264834,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
FED,USD,consumer_inflation_expectations,Consumer Inflation Expectations,Inflation,"gdp_growth,inflation,unemployment",0.030124337830483364,0.030124337830483364,0.43726664657084435,0.0233980433821301,0.2019174675314049,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.87. strong positive Pearson correlation (0.87); Spearman 0.89; same macro theme; PCA loading signal 0.20; model importance signal 0.07",0.033773821868974194,-0.009329899772940681,0.4594594594594595,0.9906701002270594,0.02984328077779875,0.02984328077779875,0.030696803491267525,-0.003077018377706669,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
FED,USD,ppi_yoy,PPI (YoY),Inflation,"gdp_growth,inflation,unemployment",0.027019012488607698,0.027019012488607698,0.40731585970153744,0.016021166046589,0.1788593287047309,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.72. strong positive Pearson correlation (0.72); Spearman 0.66; same macro theme; PCA loading signal 0.18; model importance signal 0.05",0.03029229455601227,0.07771180711189189,0.4722222222222222,1.0777118071118919,0.029118708775476176,0.029118708775476176,0.029951508611117596,-0.0003407859448946726,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
FED,USD,manufacturing_payrolls,Manufacturing Payrolls,Labor,"gdp_growth,inflation,unemployment",0.026163737578150402,0.026163737578150402,0.49496333344078525,0.0,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.72. strong positive Pearson correlation (0.72); Spearman 0.52",0.0293334053469835,0.09456745706069783,0.5675675675675675,1.0945674570606978,0.028637975708119507,0.028637975708119507,0.029457026499372693,0.00012362115238919238,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
ECB,EUR,unemployment_rate,Unemployment Rate,Labor,"gdp_growth,inflation",-0.011892467213239031,0.011892467213239031,0.40043161027924074,0.02872355072774135,0.3711035434790552,"Linked to gdp_growth, inflation; strongest target link is inflation with Pearson -0.68. moderate negative Pearson correlation (-0.68); Spearman -0.48; PCA loading signal 0.37; model importance signal 0.03",0.025926510198132486,0.08586319199138642,0.5540540540540541,1.0858631919913864,-0.012913592408820642,0.012913592408820642,0.029001932700233334,0.0030754225021008483,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
RBNZ,NZD,credit_card_spending_yoy,Credit Card Spending (YoY),Growth,"gdp_growth,inflation,unemployment",0.008546509064535465,0.008546509064535465,0.16470823711331092,0.02321849559557243,0.2952980474629851,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson -0.10. weak negative Pearson correlation (-0.10); Spearman -0.10; same macro theme; PCA loading signal 0.30; model importance signal 0.03",0.02286438217696948,0.020039413932883166,0.5396825396825397,1.0200394139328832,0.00871777609736083,0.00871777609736083,0.025024843848299737,0.0021604616713302577,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
RBNZ,NZD,cpi_headline_yoy,Headline CPI (YoY),Inflation,"gdp_growth,unemployment",0.008910881008388702,0.008910881008388702,0.6522158992530557,0.02971504503645485,0.3671195894021882,"Linked to gdp_growth, unemployment; strongest target link is unemployment with Pearson -0.80. strong negative Pearson correlation (-0.80); Spearman -0.76; PCA loading signal 0.37; model importance signal 0.03",0.02383918245108333,-0.08855200053675386,0.44,0.9114479994632462,0.008121804668550916,0.008121804668550916,0.023314075898141995,-0.000525106552941336,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
SNB,CHF,consumer_confidence,Consumer Confidence,Sentiment,"gdp_growth,inflation,unemployment",-0.01684804915127157,0.01684804915127157,0.24432596753471478,0.022332187949197568,0.3980104573305943,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.29. weak positive Pearson correlation (0.29); Spearman 0.37; PCA loading signal 0.40; model importance signal 0.01",0.026597019625456752,-0.1978686418345274,0.46511627906976744,0.8021313581654725,-0.0135143485481481,0.0135143485481481,0.022003879622112997,-0.004593140003343755,Reduced: contribution moved against forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
ECB,EUR,cpi_index,Consumer Price Index,Inflation,"inflation,unemployment",0.007594397617846464,0.007594397617846464,0.21371674172930444,0.03197762480733245,0.283220757098969,"Linked to inflation, unemployment; strongest target link is unemployment with Pearson -0.34. weak negative Pearson correlation (-0.34); Spearman -0.68; PCA loading signal 0.28; model importance signal 0.04",0.01655638176311968,0.17919957734372705,0.58,1.1791995773437272,0.008955310461144759,0.008955310461144759,0.020112243214863504,0.0035558614517438233,Increased: contribution aligned with forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
RBNZ,NZD,capacity_utilization,Capacity Utilization,Growth,"gdp_growth,inflation,unemployment",0.0039572103253784005,0.0039572103253784005,0.17926619998313154,0.028327763467121736,0.4462103334839835,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson -0.20. weak negative Pearson correlation (-0.20); Spearman -0.24; same macro theme; PCA loading signal 0.45; model importance signal 0.03",0.01058668148022603,0.08114826475805671,0.64,1.0811482647580568,0.004278331076565523,0.004278331076565523,0.012281178815178845,0.0016944973349528152,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
SNB,CHF,retail_sales_mom,Retail Sales (MoM),Growth,"gdp_growth,inflation,unemployment",0.0067216904795037655,0.0067216904795037655,0.2529289500444565,0.034936300392650665,0.7011432682807085,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.65. moderate positive Pearson correlation (0.65); Spearman 0.29; same macro theme; PCA loading signal 0.70; model importance signal 0.05",0.010611135567948807,0.0327234724774773,0.5,1.0327234724774772,0.006941647532911928,0.006941647532911928,0.011302296677427522,0.0006911611094787152,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
SNB,CHF,retail_sales_yoy,Retail Sales (YoY),Growth,"gdp_growth,inflation,unemployment",-0.0022842662450624357,0.0022842662450624357,0.28205607528788307,0.027485874723019065,0.5032961671292822,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.52. moderate positive Pearson correlation (0.52); Spearman 0.42; same macro theme; PCA loading signal 0.50; model importance signal 0.03",0.003606036141288719,-0.11720638572006484,0.4383561643835616,0.8827936142799352,-0.0020165356544563236,0.0020165356544563236,0.0032832960935017565,-0.0003227400477869625,Reduced: contribution moved against forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
