component_id,score_date,country_code,currency_code,theme,canonical_name,raw_signal,direction,weight,directional_signal,weighted_signal,notes,processed_at
42378,2024-02-07,UK,GBP,Inflation,cpi_headline_yoy,-1.258032,1,3.0000,-1.258032,-3.774096,UK CPI — primary 2% target,2026-05-03T20:30:00.072964+00:00
42379,2024-02-07,UK,GBP,Inflation,core_cpi_yoy,-1.356801,1,2.0000,-1.356801,-2.713602,Core CPI — strips volatile food & energy,2026-05-03T20:30:00.072964+00:00
42380,2024-02-07,UK,GBP,Labor,avg_earnings_excl_bonus,-1.752809,1,3.0000,-1.752809,-5.258427,Regular pay growth — BoE's primary wage gauge,2026-05-03T20:30:00.072964+00:00
42381,2024-02-07,UK,GBP,Labor,unemployment_rate,-0.447214,-1,2.0000,0.447214,0.894428,UK unemployment,2026-05-03T20:30:00.072964+00:00
42382,2024-02-07,UK,GBP,Growth,gdp_mom,0.685172,1,2.0000,0.685172,1.370344,Monthly GDP — BoE uses MoM given high-frequency releases,2026-05-03T20:30:00.072964+00:00
42383,2024-02-07,UK,GBP,Growth,services_pmi,2.474874,1,2.0000,2.474874,4.949748,Services PMI — UK is 80% services economy,2026-05-03T20:30:00.072964+00:00
42384,2024-02-07,UK,GBP,Growth,retail_sales_mom,-3.025406,1,1.0000,-3.025406,-3.025406,Retail sales — consumer demand signal,2026-05-03T20:30:00.072964+00:00
42385,2024-02-07,JP,JPY,Inflation,core_cpi_yoy,-3.073093,1,3.0000,-3.073093,-9.219279,Core CPI ex fresh food — BoJ's preferred measure,2026-05-03T20:30:00.072964+00:00
42386,2024-02-07,JP,JPY,Inflation,cpi_ex_food_energy_yoy,-1.937316,1,3.0000,-1.937316,-5.811948,Core-core CPI ex food & energy — BoJ's key watch,2026-05-03T20:30:00.072964+00:00
42387,2024-02-07,JP,JPY,Inflation,cpi_headline_yoy,-2.398581,1,1.0000,-2.398581,-2.398581,Headline CPI,2026-05-03T20:30:00.072964+00:00
42388,2024-02-07,JP,JPY,Labor,unemployment_rate,-2.000000,-1,2.0000,2.000000,4.000000,Japan unemployment,2026-05-03T20:30:00.072964+00:00
42389,2024-02-07,JP,JPY,Growth,gdp_qoq,-1.751379,1,2.0000,-1.751379,-3.502758,GDP QoQ — output gap matters for BoJ normalisation path,2026-05-03T20:30:00.072964+00:00
42390,2024-02-07,JP,JPY,Growth,composite_pmi,2.255704,1,2.0000,2.255704,4.511408,Composite PMI — real-time activity,2026-05-03T20:30:00.072964+00:00
42391,2024-02-07,JP,JPY,Growth,industrial_production_mom,1.532522,1,1.0000,1.532522,1.532522,Industrial production — Japan is export-driven,2026-05-03T20:30:00.072964+00:00
42392,2024-02-07,AU,AUD,Inflation,rba_trimmed_mean_cpi_yoy,-2.948206,1,3.0000,-2.948206,-8.844618,RBA Trimmed Mean — primary underlying inflation measure,2026-05-03T20:30:00.072964+00:00
42393,2024-02-07,AU,AUD,Inflation,monthly_cpi_indicator,-3.316226,1,2.0000,-3.316226,-6.632452,Monthly CPI Indicator — higher frequency inflation read,2026-05-03T20:30:00.072964+00:00
42394,2024-02-07,AU,AUD,Inflation,cpi_headline_yoy,-2.653614,1,1.0000,-2.653614,-2.653614,Headline CPI QoQ,2026-05-03T20:30:00.072964+00:00
42395,2024-02-07,AU,AUD,Labor,unemployment_rate,1.643168,-1,3.0000,-1.643168,-4.929504,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
42396,2024-02-07,AU,AUD,Labor,employment_change,-2.752944,1,2.0000,-2.752944,-5.505888,Employment change — monthly jobs print,2026-05-03T20:30:00.072964+00:00
42397,2024-02-07,AU,AUD,Growth,composite_pmi,2.592815,1,2.0000,2.592815,5.185630,Composite PMI,2026-05-03T20:30:00.072964+00:00
42398,2024-02-07,AU,AUD,Growth,retail_sales_mom,-1.524862,1,2.0000,-1.524862,-3.049724,Retail sales — consumer demand,2026-05-03T20:30:00.072964+00:00
42399,2024-02-07,NZ,NZD,Inflation,cpi_headline_yoy,-2.556542,1,3.0000,-2.556542,-7.669626,NZ CPI YoY — primary RBNZ target,2026-05-03T20:30:00.072964+00:00
42400,2024-02-07,NZ,NZD,Inflation,cpi_headline_qoq,-2.280351,1,2.0000,-2.280351,-4.560702,CPI QoQ — RBNZ uses quarterly data primarily,2026-05-03T20:30:00.072964+00:00
42401,2024-02-07,NZ,NZD,Labor,unemployment_rate,2.010499,-1,3.0000,-2.010499,-6.031497,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
42402,2024-02-07,NZ,NZD,Labor,employment_change_qoq,-0.360704,1,2.0000,-0.360704,-0.721408,Employment change QoQ,2026-05-03T20:30:00.072964+00:00
42403,2024-02-07,NZ,NZD,Labor,labour_cost_index_yoy,-1.133893,1,2.0000,-1.133893,-2.267786,Labour Cost Index — wage inflation proxy,2026-05-03T20:30:00.072964+00:00
42404,2024-02-07,NZ,NZD,Growth,business_confidence,1.147331,1,2.0000,1.147331,2.294662,Business confidence — forward-looking activity signal,2026-05-03T20:30:00.072964+00:00
42405,2024-02-07,NZ,NZD,Growth,balance_of_trade,2.467451,1,1.0000,2.467451,2.467451,Trade balance — NZ is commodity export dependent,2026-05-03T20:30:00.072964+00:00
42406,2024-02-07,CA,CAD,Inflation,cpi_headline_yoy,-0.144254,1,1.0000,-0.144254,-0.144254,Headline CPI,2026-05-03T20:30:00.072964+00:00
42407,2024-02-07,CA,CAD,Labor,unemployment_rate,1.414214,-1,3.0000,-1.414214,-4.242642,Canada unemployment,2026-05-03T20:30:00.072964+00:00
42408,2024-02-07,CA,CAD,Labor,employment_change,-1.066351,1,2.0000,-1.066351,-2.132702,Employment change,2026-05-03T20:30:00.072964+00:00
42409,2024-02-07,CA,CAD,Growth,gdp_mom,2.921187,1,3.0000,2.921187,8.763561,Monthly GDP — Canada has monthly GDP unlike most G10,2026-05-03T20:30:00.072964+00:00
42410,2024-02-07,CA,CAD,Growth,ivey_pmi_sa,1.738637,1,2.0000,1.738637,3.477274,Ivey PMI — BoC-watched activity gauge,2026-05-03T20:30:00.072964+00:00
42411,2024-02-07,CA,CAD,Growth,retail_sales_mom,-1.553797,1,1.0000,-1.553797,-1.553797,Retail sales,2026-05-03T20:30:00.072964+00:00
42412,2024-02-07,CH,CHF,Inflation,cpi_headline_yoy,0.816497,1,3.0000,0.816497,2.449491,Swiss CPI — primary SNB target (0-2% range),2026-05-03T20:30:00.072964+00:00
42413,2024-02-07,CH,CHF,Inflation,producer_import_prices_yoy,-0.695401,1,2.0000,-0.695401,-1.390802,Producer & Import Prices — upstream inflation pipeline,2026-05-03T20:30:00.072964+00:00
42414,2024-02-07,CH,CHF,Labor,unemployment_rate,3.221253,-1,2.0000,-3.221253,-6.442506,Swiss unemployment,2026-05-03T20:30:00.072964+00:00
42415,2024-02-07,CH,CHF,Growth,gdp_qoq,-0.182574,1,2.0000,-0.182574,-0.365148,Swiss GDP,2026-05-03T20:30:00.072964+00:00
42416,2024-02-07,CH,CHF,Growth,retail_sales_yoy,0.000000,1,1.0000,0.000000,0.000000,Retail sales,2026-05-03T20:30:00.072964+00:00
42417,2024-02-09,US,USD,Inflation,core_pce_price_index_yoy,-1.628513,1,3.0000,-1.628513,-4.885539,Fed's primary inflation gauge — targets 2%,2026-05-03T20:30:00.072964+00:00
42418,2024-02-09,US,USD,Inflation,pce_price_index_yoy,-1.955761,1,2.0000,-1.955761,-3.911522,Headline PCE — broader basket,2026-05-03T20:30:00.072964+00:00
42419,2024-02-09,US,USD,Inflation,core_cpi_yoy,-1.147638,1,1.0000,-1.147638,-1.147638,Core CPI — widely cited proxy before PCE release,2026-05-03T20:30:00.072964+00:00
42420,2024-02-09,US,USD,Labor,unemployment_rate,0.192897,-1,3.0000,-0.192897,-0.578691,Primary labor market gauge — dual mandate,2026-05-03T20:30:00.072964+00:00
42421,2024-02-09,US,USD,Labor,nfp,-0.811853,1,3.0000,-0.811853,-2.435559,Non-Farm Payrolls — headline jobs print,2026-05-03T20:30:00.072964+00:00
42422,2024-02-09,US,USD,Labor,avg_hourly_earnings_yoy,-2.104939,1,2.0000,-2.104939,-4.209878,Wage inflation — key for persistent inflation channel,2026-05-03T20:30:00.072964+00:00
42423,2024-02-09,US,USD,Growth,ism_manufacturing_pmi,-0.476731,1,2.0000,-0.476731,-0.953462,ISM Manufacturing — leading activity indicator,2026-05-03T20:30:00.072964+00:00
42424,2024-02-09,US,USD,Growth,retail_sales_mom,0.364726,1,2.0000,0.364726,0.729452,Consumer spending — 70% of US GDP,2026-05-03T20:30:00.072964+00:00
42425,2024-02-09,US,USD,Growth,sp_global_services_pmi,2.056484,1,1.0000,2.056484,2.056484,Services sector activity,2026-05-03T20:30:00.072964+00:00
42426,2024-02-09,EU,EUR,Inflation,core_cpi_yoy,-1.336306,1,3.0000,-1.336306,-4.008918,Core HICP — ECB's focus once supply shocks pass,2026-05-03T20:30:00.072964+00:00
42427,2024-02-09,EU,EUR,Inflation,cpi_headline_yoy,0.365148,1,2.0000,0.365148,0.730296,Headline HICP — primary ECB mandate target,2026-05-03T20:30:00.072964+00:00
42428,2024-02-09,EU,EUR,Inflation,consumer_inflation_expectation,-1.176222,1,1.0000,-1.176222,-1.176222,Inflation expectations — key for credibility,2026-05-03T20:30:00.072964+00:00
42429,2024-02-09,EU,EUR,Labor,unemployment_rate,-0.730297,-1,3.0000,0.730297,2.190891,Euro-area unemployment — secondary mandate,2026-05-03T20:30:00.072964+00:00
42430,2024-02-09,EU,EUR,Growth,gdp_qoq,-1.000000,1,2.0000,-1.000000,-2.000000,Euro-area GDP — output gap assessment,2026-05-03T20:30:00.072964+00:00
42431,2024-02-09,EU,EUR,Growth,composite_pmi,-3.230442,1,2.0000,-3.230442,-6.460884,Composite PMI — real-time activity proxy,2026-05-03T20:30:00.072964+00:00
42432,2024-02-09,EU,EUR,Growth,manufacturing_pmi,-0.334187,1,1.0000,-0.334187,-0.334187,Manufacturing PMI — industrial sector pulse,2026-05-03T20:30:00.072964+00:00
42433,2024-02-09,UK,GBP,Inflation,cpi_headline_yoy,-1.258032,1,3.0000,-1.258032,-3.774096,UK CPI — primary 2% target,2026-05-03T20:30:00.072964+00:00
42434,2024-02-09,UK,GBP,Inflation,core_cpi_yoy,-1.356801,1,2.0000,-1.356801,-2.713602,Core CPI — strips volatile food & energy,2026-05-03T20:30:00.072964+00:00
42435,2024-02-09,UK,GBP,Labor,avg_earnings_excl_bonus,-1.752809,1,3.0000,-1.752809,-5.258427,Regular pay growth — BoE's primary wage gauge,2026-05-03T20:30:00.072964+00:00
42436,2024-02-09,UK,GBP,Labor,unemployment_rate,-0.447214,-1,2.0000,0.447214,0.894428,UK unemployment,2026-05-03T20:30:00.072964+00:00
42437,2024-02-09,UK,GBP,Growth,gdp_mom,0.685172,1,2.0000,0.685172,1.370344,Monthly GDP — BoE uses MoM given high-frequency releases,2026-05-03T20:30:00.072964+00:00
42438,2024-02-09,UK,GBP,Growth,services_pmi,2.474874,1,2.0000,2.474874,4.949748,Services PMI — UK is 80% services economy,2026-05-03T20:30:00.072964+00:00
42439,2024-02-09,UK,GBP,Growth,retail_sales_mom,-3.025406,1,1.0000,-3.025406,-3.025406,Retail sales — consumer demand signal,2026-05-03T20:30:00.072964+00:00
42440,2024-02-09,JP,JPY,Inflation,core_cpi_yoy,-3.073093,1,3.0000,-3.073093,-9.219279,Core CPI ex fresh food — BoJ's preferred measure,2026-05-03T20:30:00.072964+00:00
42441,2024-02-09,JP,JPY,Inflation,cpi_ex_food_energy_yoy,-1.937316,1,3.0000,-1.937316,-5.811948,Core-core CPI ex food & energy — BoJ's key watch,2026-05-03T20:30:00.072964+00:00
42442,2024-02-09,JP,JPY,Inflation,cpi_headline_yoy,-2.398581,1,1.0000,-2.398581,-2.398581,Headline CPI,2026-05-03T20:30:00.072964+00:00
42443,2024-02-09,JP,JPY,Labor,unemployment_rate,-2.000000,-1,2.0000,2.000000,4.000000,Japan unemployment,2026-05-03T20:30:00.072964+00:00
42444,2024-02-09,JP,JPY,Growth,gdp_qoq,-1.751379,1,2.0000,-1.751379,-3.502758,GDP QoQ — output gap matters for BoJ normalisation path,2026-05-03T20:30:00.072964+00:00
42445,2024-02-09,JP,JPY,Growth,composite_pmi,2.255704,1,2.0000,2.255704,4.511408,Composite PMI — real-time activity,2026-05-03T20:30:00.072964+00:00
42446,2024-02-09,JP,JPY,Growth,industrial_production_mom,1.532522,1,1.0000,1.532522,1.532522,Industrial production — Japan is export-driven,2026-05-03T20:30:00.072964+00:00
42447,2024-02-09,AU,AUD,Inflation,rba_trimmed_mean_cpi_yoy,-2.948206,1,3.0000,-2.948206,-8.844618,RBA Trimmed Mean — primary underlying inflation measure,2026-05-03T20:30:00.072964+00:00
42448,2024-02-09,AU,AUD,Inflation,monthly_cpi_indicator,-3.316226,1,2.0000,-3.316226,-6.632452,Monthly CPI Indicator — higher frequency inflation read,2026-05-03T20:30:00.072964+00:00
42449,2024-02-09,AU,AUD,Inflation,cpi_headline_yoy,-2.653614,1,1.0000,-2.653614,-2.653614,Headline CPI QoQ,2026-05-03T20:30:00.072964+00:00
42450,2024-02-09,AU,AUD,Labor,unemployment_rate,1.643168,-1,3.0000,-1.643168,-4.929504,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
42451,2024-02-09,AU,AUD,Labor,employment_change,-2.752944,1,2.0000,-2.752944,-5.505888,Employment change — monthly jobs print,2026-05-03T20:30:00.072964+00:00
42452,2024-02-09,AU,AUD,Growth,composite_pmi,2.592815,1,2.0000,2.592815,5.185630,Composite PMI,2026-05-03T20:30:00.072964+00:00
42453,2024-02-09,AU,AUD,Growth,retail_sales_mom,-1.524862,1,2.0000,-1.524862,-3.049724,Retail sales — consumer demand,2026-05-03T20:30:00.072964+00:00
42454,2024-02-09,NZ,NZD,Inflation,cpi_headline_yoy,-2.556542,1,3.0000,-2.556542,-7.669626,NZ CPI YoY — primary RBNZ target,2026-05-03T20:30:00.072964+00:00
42455,2024-02-09,NZ,NZD,Inflation,cpi_headline_qoq,-2.280351,1,2.0000,-2.280351,-4.560702,CPI QoQ — RBNZ uses quarterly data primarily,2026-05-03T20:30:00.072964+00:00
42456,2024-02-09,NZ,NZD,Labor,unemployment_rate,2.010499,-1,3.0000,-2.010499,-6.031497,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
42457,2024-02-09,NZ,NZD,Labor,employment_change_qoq,-0.360704,1,2.0000,-0.360704,-0.721408,Employment change QoQ,2026-05-03T20:30:00.072964+00:00
42458,2024-02-09,NZ,NZD,Labor,labour_cost_index_yoy,-1.133893,1,2.0000,-1.133893,-2.267786,Labour Cost Index — wage inflation proxy,2026-05-03T20:30:00.072964+00:00
42459,2024-02-09,NZ,NZD,Growth,business_confidence,1.147331,1,2.0000,1.147331,2.294662,Business confidence — forward-looking activity signal,2026-05-03T20:30:00.072964+00:00
42460,2024-02-09,NZ,NZD,Growth,balance_of_trade,2.467451,1,1.0000,2.467451,2.467451,Trade balance — NZ is commodity export dependent,2026-05-03T20:30:00.072964+00:00
42461,2024-02-09,CA,CAD,Inflation,cpi_headline_yoy,-0.144254,1,1.0000,-0.144254,-0.144254,Headline CPI,2026-05-03T20:30:00.072964+00:00
42462,2024-02-09,CA,CAD,Labor,unemployment_rate,0.263752,-1,3.0000,-0.263752,-0.791256,Canada unemployment,2026-05-03T20:30:00.072964+00:00
42463,2024-02-09,CA,CAD,Labor,employment_change,0.335119,1,2.0000,0.335119,0.670238,Employment change,2026-05-03T20:30:00.072964+00:00
42464,2024-02-09,CA,CAD,Growth,gdp_mom,2.921187,1,3.0000,2.921187,8.763561,Monthly GDP — Canada has monthly GDP unlike most G10,2026-05-03T20:30:00.072964+00:00
42465,2024-02-09,CA,CAD,Growth,ivey_pmi_sa,1.738637,1,2.0000,1.738637,3.477274,Ivey PMI — BoC-watched activity gauge,2026-05-03T20:30:00.072964+00:00
42466,2024-02-09,CA,CAD,Growth,retail_sales_mom,-1.553797,1,1.0000,-1.553797,-1.553797,Retail sales,2026-05-03T20:30:00.072964+00:00
42467,2024-02-09,CH,CHF,Inflation,cpi_headline_yoy,0.816497,1,3.0000,0.816497,2.449491,Swiss CPI — primary SNB target (0-2% range),2026-05-03T20:30:00.072964+00:00
42468,2024-02-09,CH,CHF,Inflation,producer_import_prices_yoy,-0.695401,1,2.0000,-0.695401,-1.390802,Producer & Import Prices — upstream inflation pipeline,2026-05-03T20:30:00.072964+00:00
42469,2024-02-09,CH,CHF,Labor,unemployment_rate,3.221253,-1,2.0000,-3.221253,-6.442506,Swiss unemployment,2026-05-03T20:30:00.072964+00:00
42470,2024-02-09,CH,CHF,Growth,gdp_qoq,-0.182574,1,2.0000,-0.182574,-0.365148,Swiss GDP,2026-05-03T20:30:00.072964+00:00
42471,2024-02-09,CH,CHF,Growth,retail_sales_yoy,0.000000,1,1.0000,0.000000,0.000000,Retail sales,2026-05-03T20:30:00.072964+00:00
42472,2024-02-13,US,USD,Inflation,core_pce_price_index_yoy,-1.628513,1,3.0000,-1.628513,-4.885539,Fed's primary inflation gauge — targets 2%,2026-05-03T20:30:00.072964+00:00
42473,2024-02-13,US,USD,Inflation,pce_price_index_yoy,-1.955761,1,2.0000,-1.955761,-3.911522,Headline PCE — broader basket,2026-05-03T20:30:00.072964+00:00
42474,2024-02-13,US,USD,Inflation,core_cpi_yoy,-1.147638,1,1.0000,-1.147638,-1.147638,Core CPI — widely cited proxy before PCE release,2026-05-03T20:30:00.072964+00:00
42475,2024-02-13,US,USD,Labor,unemployment_rate,0.192897,-1,3.0000,-0.192897,-0.578691,Primary labor market gauge — dual mandate,2026-05-03T20:30:00.072964+00:00
42476,2024-02-13,US,USD,Labor,nfp,-0.811853,1,3.0000,-0.811853,-2.435559,Non-Farm Payrolls — headline jobs print,2026-05-03T20:30:00.072964+00:00
42477,2024-02-13,US,USD,Labor,avg_hourly_earnings_yoy,-2.104939,1,2.0000,-2.104939,-4.209878,Wage inflation — key for persistent inflation channel,2026-05-03T20:30:00.072964+00:00
42478,2024-02-13,US,USD,Growth,ism_manufacturing_pmi,-0.476731,1,2.0000,-0.476731,-0.953462,ISM Manufacturing — leading activity indicator,2026-05-03T20:30:00.072964+00:00
42479,2024-02-13,US,USD,Growth,retail_sales_mom,0.364726,1,2.0000,0.364726,0.729452,Consumer spending — 70% of US GDP,2026-05-03T20:30:00.072964+00:00
42480,2024-02-13,US,USD,Growth,sp_global_services_pmi,2.056484,1,1.0000,2.056484,2.056484,Services sector activity,2026-05-03T20:30:00.072964+00:00
42481,2024-02-13,EU,EUR,Inflation,core_cpi_yoy,-1.336306,1,3.0000,-1.336306,-4.008918,Core HICP — ECB's focus once supply shocks pass,2026-05-03T20:30:00.072964+00:00
42482,2024-02-13,EU,EUR,Inflation,cpi_headline_yoy,0.365148,1,2.0000,0.365148,0.730296,Headline HICP — primary ECB mandate target,2026-05-03T20:30:00.072964+00:00
42483,2024-02-13,EU,EUR,Inflation,consumer_inflation_expectation,-1.176222,1,1.0000,-1.176222,-1.176222,Inflation expectations — key for credibility,2026-05-03T20:30:00.072964+00:00
42484,2024-02-13,EU,EUR,Labor,unemployment_rate,-0.730297,-1,3.0000,0.730297,2.190891,Euro-area unemployment — secondary mandate,2026-05-03T20:30:00.072964+00:00
42485,2024-02-13,EU,EUR,Growth,gdp_qoq,-1.000000,1,2.0000,-1.000000,-2.000000,Euro-area GDP — output gap assessment,2026-05-03T20:30:00.072964+00:00
42486,2024-02-13,EU,EUR,Growth,composite_pmi,-3.230442,1,2.0000,-3.230442,-6.460884,Composite PMI — real-time activity proxy,2026-05-03T20:30:00.072964+00:00
42487,2024-02-13,EU,EUR,Growth,manufacturing_pmi,-0.334187,1,1.0000,-0.334187,-0.334187,Manufacturing PMI — industrial sector pulse,2026-05-03T20:30:00.072964+00:00
42488,2024-02-13,UK,GBP,Inflation,cpi_headline_yoy,-1.258032,1,3.0000,-1.258032,-3.774096,UK CPI — primary 2% target,2026-05-03T20:30:00.072964+00:00
42489,2024-02-13,UK,GBP,Inflation,core_cpi_yoy,-1.356801,1,2.0000,-1.356801,-2.713602,Core CPI — strips volatile food & energy,2026-05-03T20:30:00.072964+00:00
42490,2024-02-13,UK,GBP,Labor,avg_earnings_excl_bonus,-2.014035,1,3.0000,-2.014035,-6.042105,Regular pay growth — BoE's primary wage gauge,2026-05-03T20:30:00.072964+00:00
42491,2024-02-13,UK,GBP,Labor,unemployment_rate,-9.391486,-1,2.0000,9.391486,18.782972,UK unemployment,2026-05-03T20:30:00.072964+00:00
42492,2024-02-13,UK,GBP,Growth,gdp_mom,0.685172,1,2.0000,0.685172,1.370344,Monthly GDP — BoE uses MoM given high-frequency releases,2026-05-03T20:30:00.072964+00:00
42493,2024-02-13,UK,GBP,Growth,services_pmi,2.474874,1,2.0000,2.474874,4.949748,Services PMI — UK is 80% services economy,2026-05-03T20:30:00.072964+00:00
42494,2024-02-13,UK,GBP,Growth,retail_sales_mom,-3.025406,1,1.0000,-3.025406,-3.025406,Retail sales — consumer demand signal,2026-05-03T20:30:00.072964+00:00
42495,2024-02-13,JP,JPY,Inflation,core_cpi_yoy,-3.073093,1,3.0000,-3.073093,-9.219279,Core CPI ex fresh food — BoJ's preferred measure,2026-05-03T20:30:00.072964+00:00
42496,2024-02-13,JP,JPY,Inflation,cpi_ex_food_energy_yoy,-1.937316,1,3.0000,-1.937316,-5.811948,Core-core CPI ex food & energy — BoJ's key watch,2026-05-03T20:30:00.072964+00:00
42497,2024-02-13,JP,JPY,Inflation,cpi_headline_yoy,-2.398581,1,1.0000,-2.398581,-2.398581,Headline CPI,2026-05-03T20:30:00.072964+00:00
42498,2024-02-13,JP,JPY,Labor,unemployment_rate,-2.000000,-1,2.0000,2.000000,4.000000,Japan unemployment,2026-05-03T20:30:00.072964+00:00
42499,2024-02-13,JP,JPY,Growth,gdp_qoq,-1.751379,1,2.0000,-1.751379,-3.502758,GDP QoQ — output gap matters for BoJ normalisation path,2026-05-03T20:30:00.072964+00:00
42500,2024-02-13,JP,JPY,Growth,composite_pmi,2.255704,1,2.0000,2.255704,4.511408,Composite PMI — real-time activity,2026-05-03T20:30:00.072964+00:00
42501,2024-02-13,JP,JPY,Growth,industrial_production_mom,1.532522,1,1.0000,1.532522,1.532522,Industrial production — Japan is export-driven,2026-05-03T20:30:00.072964+00:00
42502,2024-02-13,AU,AUD,Inflation,rba_trimmed_mean_cpi_yoy,-2.948206,1,3.0000,-2.948206,-8.844618,RBA Trimmed Mean — primary underlying inflation measure,2026-05-03T20:30:00.072964+00:00
42503,2024-02-13,AU,AUD,Inflation,monthly_cpi_indicator,-3.316226,1,2.0000,-3.316226,-6.632452,Monthly CPI Indicator — higher frequency inflation read,2026-05-03T20:30:00.072964+00:00
42504,2024-02-13,AU,AUD,Inflation,cpi_headline_yoy,-2.653614,1,1.0000,-2.653614,-2.653614,Headline CPI QoQ,2026-05-03T20:30:00.072964+00:00
42505,2024-02-13,AU,AUD,Labor,unemployment_rate,1.643168,-1,3.0000,-1.643168,-4.929504,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
42506,2024-02-13,AU,AUD,Labor,employment_change,-2.752944,1,2.0000,-2.752944,-5.505888,Employment change — monthly jobs print,2026-05-03T20:30:00.072964+00:00
42507,2024-02-13,AU,AUD,Growth,composite_pmi,2.592815,1,2.0000,2.592815,5.185630,Composite PMI,2026-05-03T20:30:00.072964+00:00
42508,2024-02-13,AU,AUD,Growth,retail_sales_mom,-1.524862,1,2.0000,-1.524862,-3.049724,Retail sales — consumer demand,2026-05-03T20:30:00.072964+00:00
42509,2024-02-13,NZ,NZD,Inflation,cpi_headline_yoy,-2.556542,1,3.0000,-2.556542,-7.669626,NZ CPI YoY — primary RBNZ target,2026-05-03T20:30:00.072964+00:00
42510,2024-02-13,NZ,NZD,Inflation,cpi_headline_qoq,-2.280351,1,2.0000,-2.280351,-4.560702,CPI QoQ — RBNZ uses quarterly data primarily,2026-05-03T20:30:00.072964+00:00
42511,2024-02-13,NZ,NZD,Labor,unemployment_rate,2.010499,-1,3.0000,-2.010499,-6.031497,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
42512,2024-02-13,NZ,NZD,Labor,employment_change_qoq,-0.360704,1,2.0000,-0.360704,-0.721408,Employment change QoQ,2026-05-03T20:30:00.072964+00:00
42513,2024-02-13,NZ,NZD,Labor,labour_cost_index_yoy,-1.133893,1,2.0000,-1.133893,-2.267786,Labour Cost Index — wage inflation proxy,2026-05-03T20:30:00.072964+00:00
42514,2024-02-13,NZ,NZD,Growth,business_confidence,1.147331,1,2.0000,1.147331,2.294662,Business confidence — forward-looking activity signal,2026-05-03T20:30:00.072964+00:00
42515,2024-02-13,NZ,NZD,Growth,balance_of_trade,2.467451,1,1.0000,2.467451,2.467451,Trade balance — NZ is commodity export dependent,2026-05-03T20:30:00.072964+00:00
42516,2024-02-13,CA,CAD,Inflation,cpi_headline_yoy,-0.144254,1,1.0000,-0.144254,-0.144254,Headline CPI,2026-05-03T20:30:00.072964+00:00
42517,2024-02-13,CA,CAD,Labor,unemployment_rate,0.263752,-1,3.0000,-0.263752,-0.791256,Canada unemployment,2026-05-03T20:30:00.072964+00:00
42518,2024-02-13,CA,CAD,Labor,employment_change,0.335119,1,2.0000,0.335119,0.670238,Employment change,2026-05-03T20:30:00.072964+00:00
42519,2024-02-13,CA,CAD,Growth,gdp_mom,2.921187,1,3.0000,2.921187,8.763561,Monthly GDP — Canada has monthly GDP unlike most G10,2026-05-03T20:30:00.072964+00:00
42520,2024-02-13,CA,CAD,Growth,ivey_pmi_sa,1.738637,1,2.0000,1.738637,3.477274,Ivey PMI — BoC-watched activity gauge,2026-05-03T20:30:00.072964+00:00
42521,2024-02-13,CA,CAD,Growth,retail_sales_mom,-1.553797,1,1.0000,-1.553797,-1.553797,Retail sales,2026-05-03T20:30:00.072964+00:00
42522,2024-02-13,CH,CHF,Inflation,cpi_headline_yoy,-2.454288,1,3.0000,-2.454288,-7.362864,Swiss CPI — primary SNB target (0-2% range),2026-05-03T20:30:00.072964+00:00
42523,2024-02-13,CH,CHF,Inflation,producer_import_prices_yoy,-0.695401,1,2.0000,-0.695401,-1.390802,Producer & Import Prices — upstream inflation pipeline,2026-05-03T20:30:00.072964+00:00
42524,2024-02-13,CH,CHF,Labor,unemployment_rate,3.221253,-1,2.0000,-3.221253,-6.442506,Swiss unemployment,2026-05-03T20:30:00.072964+00:00
42525,2024-02-13,CH,CHF,Growth,gdp_qoq,-0.182574,1,2.0000,-0.182574,-0.365148,Swiss GDP,2026-05-03T20:30:00.072964+00:00
42526,2024-02-13,CH,CHF,Growth,retail_sales_yoy,0.000000,1,1.0000,0.000000,0.000000,Retail sales,2026-05-03T20:30:00.072964+00:00
42527,2024-02-14,US,USD,Inflation,core_pce_price_index_yoy,-1.628513,1,3.0000,-1.628513,-4.885539,Fed's primary inflation gauge — targets 2%,2026-05-03T20:30:00.072964+00:00
42528,2024-02-14,US,USD,Inflation,pce_price_index_yoy,-1.955761,1,2.0000,-1.955761,-3.911522,Headline PCE — broader basket,2026-05-03T20:30:00.072964+00:00
42529,2024-02-14,US,USD,Inflation,core_cpi_yoy,-1.147638,1,1.0000,-1.147638,-1.147638,Core CPI — widely cited proxy before PCE release,2026-05-03T20:30:00.072964+00:00
42530,2024-02-14,US,USD,Labor,unemployment_rate,0.192897,-1,3.0000,-0.192897,-0.578691,Primary labor market gauge — dual mandate,2026-05-03T20:30:00.072964+00:00
42531,2024-02-14,US,USD,Labor,nfp,-0.811853,1,3.0000,-0.811853,-2.435559,Non-Farm Payrolls — headline jobs print,2026-05-03T20:30:00.072964+00:00
